Publisher,DOI,Journal,eISSN,ISSN,URL,Date_published,Corresponding_author_organization,Open_access_type,License_type,Apc_currency,Apc_paid,Apc_date_paid,Comments,Source_file
Springer,10.1007/s11186-018-9318-6,Theory and Society,0304-2421,1573-7853,,2018-06-20,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00167-018-5029-9,"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056,1433-7347,,2018-06-28,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11858-018-0962-0,ZDM,1863-9690,1863-9704,,2018-06-22,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00784-018-2501-3,Clinical Oral Investigations,1432-6981,1436-3771,,2018-06-08,Malmî University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00345-018-2375-7,World Journal of Urology,0724-4983,1433-8726,,2018-06-15,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10111-018-0497-8,"Cognition, Technology & Work",1435-5558,1435-5566,,2018-06-15,LuleÜ University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10856-018-6108-7,Journal of Materials Science: Materials in Medicine,0957-4530,1573-4838,,2018-06-30,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11150-018-9420-6,Review of Economics of the Household,1569-5239,1573-7152,,2018-06-22,Linnaeus University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10694-018-0743-x,Fire Technology,0015-2684,1572-8099,,2018-06-16,Karlstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10843-018-0235-6,Journal of International Entrepreneurship,1570-7385,1573-7349,,2018-06-14,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11695-018-3348-z,Obesity Surgery,0960-8923,1708-0428,,2018-06-17,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11625-018-0586-x,Sustainability Science,1862-4065,1862-4057,,2018-06-12,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11854-018-0029-8,Journal d'Analyse MathÇmatique,0021-7670,1565-8538,,2018-05-24,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1140/epjb/e2018-90166-9,The European Physical Journal B,1434-6028,1434-6036,,2018-06-22,KTH Royal Institute of Technology,,CC BY,EUR,1800,,,SC2018DEC
Springer,10.1140/epja/i2018-12533-3,The European Physical Journal A,1434-6001,1434-601X,,2018-06-21,Uppsala University,,CC BY,EUR,1800,,,SC2018DEC
Springer,10.1007/s11432-017-9332-6,Science China Information Sciences,1674--733X,1869--1919,,2018-06-14,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10551-018-3969-0,Journal of Business Ethics,0167-4544,1573-0697,,2018-07-20,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10705-018-9935-5,Nutrient Cycling in Agroecosystems,1385-1314,1573-0867,,2018-07-31,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10838-018-9423-2,Journal for General Philosophy of Science,0925-4560,1572-8587,,2018-07-25,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00167-018-5059-3,"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056,1433-7347,,2018-07-17,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00228-018-2514-5,European Journal of Clinical Pharmacology,0031-6970,1432-1041,,2018-07-02,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00265-018-2534-2,Behavioral Ecology and Sociobiology,0340-5443,1432-0762,,2018-07-17,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13563-018-0158-7,Mineral Economics,2191-2203,2191-2211,,2018-07-23,Halmstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10803-018-3697-4,Journal of Autism and Developmental Disorders,0162-3257,1573-3432,,2018-07-24,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11661-018-4819-5,Metallurgical and Materials Transactions A,1073-5623,1543-1940,,2018-07-27,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11102-018-0902-6,Pituitary,1386-341X,1573-7403,,2018-07-23,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10943-018-0670-7,Journal of Religion and Health,0022-4197,1573-6571,,2018-07-13,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11266-018-0016-9,VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations,0957-8765,1573-7888,,2018-07-31,Sîdertîrns University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10072-018-3507-y,Neurological Sciences,1590-1874,1590-3478,,2018-07-26,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10910-018-0932-3,Journal of Mathematical Chemistry,0259-9791,1572-8897,,2018-07-10,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00020-018-2472-4,Integral Equations and Operator Theory,0378-620X,1420-8989,,2018-07-18,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11098-018-1139-y,Philosophical Studies,0031-8116,1573-0883,,2018-07-13,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11251-018-9469-x,Instructional Science,0020-4277,1573-1952,,2018-07-26,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10670-018-0048-y,Erkenntnis,0165-0106,1572-8420,,2018-07-24,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10730-018-9356-5,HEC Forum,0956-2737,1572-8498,,2018-07-03,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10708-018-9906-z,GeoJournal,0343-2521,1572-9893,,2018-07-25,Linnaeus University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10817-018-9474-4,Journal of Automated Reasoning,0168-7433,1573-0670,,2018-07-11,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40194-018-0626-2,Welding in the World,0043-2288,1878-6669,,2018-07-26,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00784-018-2533-8,Clinical Oral Investigations,1432-6981,1436-3771,,2018-07-02,Kristianstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12022-018-9539-2,Endocrine Pathology,1046-3976,1559-0097,,2018-07-12,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12020-018-1665-6,Endocrine,1355-008X,1559-0100,,2018-07-05,ôrebro University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11127-018-0591-8,Public Choice,0048-5829,1573-7101,,2018-07-31,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11244-018-1017-z,Topics in Catalysis,1022-5528,1572-9028,,2018-07-10,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11669-018-0656-x,Journal of Phase Equilibria and Diffusion,1547-7037,1863-7345,,2018-07-10,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10515-018-0238-5,Automated Software Engineering,0928-8910,1573-7535,,2018-07-09,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11627-018-9911-4,In Vitro Cellular & Developmental Biology - Plant,1054-5476,1475-2689,,2018-07-20,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40520-018-1004-z,Aging Clinical and Experimental Research,,1720-8319,,2018-07-23,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40471-018-0159-7,Current Epidemiology Reports,,2196-2995,,2018-07-07,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10973-018-7564-5,Journal of Thermal Analysis and Calorimetry,1388-6150,1588-2926,,2018-07-25,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10798-018-9463-2,International Journal of Technology and Design Education,0957-7572,1573-1804,,2018-07-18,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13243-018-0047-9,Journal of Remanufacturing,2210-464X,2210-4690,,2018-07-03,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00294-018-0869-x,Current Genetics,0172-8083,1432-0983,,2018-07-28,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00167-018-5047-7,"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056,1433-7347,,2018-07-04,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40194-018-0622-6,Welding in the World,0043-2288,1878-6669,,2018-07-23,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00125-018-4675-2,Diabetologia,0012-186X,1432-0428,,2018-07-03,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00224-018-9879-9,Theory of Computing Systems,1432-4350,1433-0490,,2018-07-28,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11669-018-0660-1,Journal of Phase Equilibria and Diffusion,1547-7037,1863-7345,,2018-07-18,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12220-018-0068-5,The Journal of Geometric Analysis,1050-6926,1559-002X,,2018-07-27,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00246-018-1939-z,Pediatric Cardiology,0172-0643,1432-1971,,2018-07-12,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12020-018-1674-5,Endocrine,1355-008X,1559-0100,,2018-07-21,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10899-018-9785-8,Journal of Gambling Studies,,1573-3602,,2018-07-03,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1208/s12248-018-0240-7,The AAPS Journal,,1550-7416,,2018-07-02,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1208/s12248-018-0242-5,The AAPS Journal,,1550-7416,,2018-07-19,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10654-018-0429-1,European Journal of Epidemiology,0393-2990,1573-7284,,2018-07-30,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10676-018-9465-5,Ethics and Information Technology,1388-1957,1572-8439,,2018-07-10,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10534-018-0131-5,BioMetals,0966-0844,1572-8773,,2018-07-20,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10543-018-0715-z,BIT Numerical Mathematics,0006-3835,1572-9125,,2018-07-03,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10584-018-2237-8,Climatic Change,0165-0009,1573-1480,,2018-07-03,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11218-018-9457-7,Social Psychology of Education,1381-2890,1573-1928,,2018-07-30,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12053-018-9692-y,Energy Efficiency,1570-646X,1570-6478,,2018-07-05,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00125-018-4686-z,Diabetologia,0012-186X,1432-0428,,2018-07-12,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00384-018-3124-5,International Journal of Colorectal Disease,0179-1958,1432-1262,,2018-07-17,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00394-018-1788-9,European Journal of Nutrition,1436-6207,1436-6215,,2018-07-25,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11367-018-1503-3,The International Journal of Life Cycle Assessment,0948-3349,1614-7502,,2018-07-25,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12665-018-7704-z,Environmental Earth Sciences,1866-6280,1866-6299,,2018-07-12,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10904-018-0926-4,Journal of Inorganic and Organometallic Polymers and Materials,1574-1443,1574-1451,,2018-07-27,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12529-018-9716-1,International Journal of Behavioral Medicine,1070-5503,1532-7558,,2018-07-03,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11910-018-0866-y,Current Neurology and Neuroscience Reports,1528-4042,1534-6293,,2018-07-21,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00248-018-1229-6,Microbial Ecology,0095-3628,1432-184X,,2018-07-18,Linnaeus University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00701-018-3622-9,Acta Neurochirurgica,0001-6268,0942-0940,,2018-07-26,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40598-018-0088-z,Arnold Mathematical Journal,2199-6792,2199-6806,,2018-07-31,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1245/s10434-018-6627-y,Annals of Surgical Oncology,1068-9265,1534-4681,,2018-07-09,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10654-018-0425-5,European Journal of Epidemiology,0393-2990,1573-7284,,2018-07-20,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11217-018-9618-3,Studies in Philosophy and Education,0039-3746,1573-191X,,2018-07-11,Malmî University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12053-018-9709-6,Energy Efficiency,1570-646X,1570-6478,,2018-07-25,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00211-018-0985-z,Numerische Mathematik,0029-599X,0945-3245,,2018-07-07,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10067-018-4195-y,Clinical Rheumatology,0770-3198,1434-9949,,2018-07-18,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10845-018-1440-9,Journal of Intelligent Manufacturing,0956-5515,1572-8145,,2018-07-25,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11695-018-3377-7,Obesity Surgery,0960-8923,1708-0428,,2018-07-11,ôrebro University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12350-018-1349-x,Journal of Nuclear Cardiology,1071-3581,1532-6551,,2018-07-23,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11187-018-0072-y,Small Business Economics,0921-898X,1573-0913,,2018-07-03,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10687-018-0325-9,Extremes,1386-1999,1572-915X,,2018-07-21,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11104-018-3738-y,Plant and Soil,0032-079X,1573-5036,,2018-07-05,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11250-018-1658-8,Tropical Animal Health and Production,0049-4747,1573-7438,,2018-07-10,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11217-018-9619-2,Studies in Philosophy and Education,0039-3746,1573-191X,,2018-07-12,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12187-018-9584-x,Child Indicators Research,1874-897X,1874-8988,,2018-07-28,Karlstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00384-018-3125-4,International Journal of Colorectal Disease,0179-1958,1432-1262,,2018-07-20,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00208-018-1719-3,Mathematische Annalen,0025-5831,1432-1807,,2018-07-31,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00170-018-2360-8,The International Journal of Advanced Manufacturing Technology,0268-3768,1433-3015,,2018-07-10,University of Skîvde,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10514-018-9785-7,Autonomous Robots,0929-5593,1573-7527,,2018-07-26,Halmstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11187-018-0075-8,Small Business Economics,0921-898X,1573-0913,,2018-07-13,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12020-018-1655-8,Endocrine,1355-008X,1559-0100,,2018-07-02,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12155-018-9929-9,BioEnergy Research,1939-1234,1939-1242,,2018-07-06,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00701-018-3620-y,Acta Neurochirurgica,0001-6268,0942-0940,,2018-07-24,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11661-018-4787-9,Metallurgical and Materials Transactions A,1073-5623,1543-1940,,2018-07-09,Jînkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11225-018-9804-x,Studia Logica,0039-3215,1572-8730,,2018-07-06,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11269-018-2034-1,Water Resources Management,0920-4741,1573-1650,,2018-07-20,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10725-018-0423-3,Plant Growth Regulation,0167-6903,1573-5087,,2018-07-07,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12132-018-9339-2,Urban Forum,1015-3802,1874-6330,,2018-07-23,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12080-018-0384-1,Theoretical Ecology,1874-1738,1874-1746,,2018-07-11,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00430-018-0554-1,Medical Microbiology and Immunology,0300-8584,1432-1831,,2018-07-28,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10336-018-1586-4,Journal of Ornithology,2193-7192,2193-7206,,2018-07-26,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00227-018-3388-x,Marine Biology,0025-3162,1432-1793,,2018-07-11,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00405-018-5069-2,European Archives of Oto-Rhino-Laryngology,0937-4477,1434-4726,,2018-07-25,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00382-018-4332-y,Climate Dynamics,0930-7575,1432-0894,,2018-07-03,LuleÜ University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00211-018-0990-2,Numerische Mathematik,0029-599X,0945-3245,,2018-07-14,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00787-018-1188-y,European Child & Adolescent Psychiatry,1018-8827,1435-165X,,2018-07-04,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12020-018-1694-1,Endocrine,1355-008X,1559-0100,,2018-07-31,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.3758/s13428-018-1095-7,Behavior Research Methods,,1554-3528,,2018-07-27,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11266-018-0021-z,VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations,0957-8765,1573-7888,,2018-07-18,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13361-018-2009-8,Journal of The American Society for Mass Spectrometry,1044-0305,1879-1123,,2018-07-17,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12599-018-0550-4,Business & Information Systems Engineering,2363-7005,1867-0202,,2018-07-16,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10758-018-9376-x,"Technology, Knowledge and Learning",2211-1662,2211-1670,,2018-07-27,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10543-018-0716-y,BIT Numerical Mathematics,0006-3835,1572-9125,,2018-07-10,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11135-018-0786-6,Quality & Quantity,0033-5177,1573-7845,,2018-07-03,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00226-018-1039-5,Wood Science and Technology,0043-7719,1432-5225,,2018-07-25,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00442-018-4220-5,Oecologia,0029-8549,1432-1939,,2018-07-31,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00382-018-4373-2,Climate Dynamics,0930-7575,1432-0894,,2018-07-31,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10237-018-1053-4,Biomechanics and Modeling in Mechanobiology,1617-7959,1617-7940,,2018-07-17,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10961-018-9680-6,The Journal of Technology Transfer,0892-9912,1573-7047,,2018-07-11,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10865-018-9949-0,Journal of Behavioral Medicine,0160-7715,1573-3521,,2018-07-11,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10899-018-9791-x,Journal of Gambling Studies,,1573-3602,,2018-07-06,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11837-018-3008-8,JOM,1047-4838,1543-1851,,2018-07-11,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13524-018-0693-4,Demography,0070-3370,1533-7790,,2018-07-03,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12116-018-9268-z,Studies in Comparative International Development,0039-3606,1936-6167,,2018-07-09,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11625-018-0604-z,Sustainability Science,1862-4065,1862-4057,,2018-07-13,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40258-018-0408-4,Applied Health Economics and Health Policy,1175-5652,1179-1896,,2018-07-27,Karolinska Institutet,,CC BY-NC,EUR,2200,,,SC2018DEC
Springer,10.1007/s00023-018-0699-x,Annales Henri PoincarÇ,1424-0637,1424-0661,,2018-07-02,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10182-018-00329-x,AStA Advances in Statistical Analysis,,,,2018-07-17,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13280-018-1088-x,Ambio,0044-7447,1654-7209,,2018-08-30,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10516-018-9394-2,Axiomathes,1122-1151,1572-8390,,2018-08-17,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10784-018-9410-4,"International Environmental Agreements: Politics, Law and Economics",1567-9764,1573-1553,,2018-08-27,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10689-018-0098-y,Familial Cancer,1389-9600,1573-7292,,2018-08-22,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10846-018-0892-7,Journal of Intelligent & Robotic Systems,0921-0296,1573-0409,,2018-08-01,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00259-018-4107-z,European Journal of Nuclear Medicine and Molecular Imaging,1619-7070,1619-7089,,2018-08-14,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00784-018-2573-0,Clinical Oral Investigations,1432-6981,1436-3771,,2018-08-15,Malmî University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00211-018-0989-8,Numerische Mathematik,0029-599X,0945-3245,,2018-08-18,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00125-018-4700-5,Diabetologia,0012-186X,1432-0428,,2018-08-09,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10040-018-1855-6,Hydrogeology Journal,1431-2174,1435-0157,,2018-08-28,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10111-018-0513-z,"Cognition, Technology & Work",1435-5558,1435-5566,,2018-08-02,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11085-018-9867-0,Oxidation of Metals,0030-770X,1573-4889,,2018-08-28,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00453-018-0492-8,Algorithmica,0178-4617,1432-0541,,2018-08-06,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00245-018-9518-5,Applied Mathematics & Optimization,0095-4616,1432-0606,,2018-08-30,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10915-018-0792-9,Journal of Scientific Computing,0885-7474,1573-7691,,2018-08-09,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10924-018-1300-x,Journal of Polymers and the Environment,1566-2543,1572-8919,,2018-08-29,University of BorÜs,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11187-018-0085-6,Small Business Economics,0921-898X,1573-0913,,2018-08-24,Sîdertîrns University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10687-018-0331-y,Extremes,1386-1999,1572-915X,,2018-08-14,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11301-018-0147-5,Management Review Quarterly,2198-1620,2198-1639,,2018-08-30,LuleÜ University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00772-018-0414-8,GefÑsschirurgie,0948-7034,1434-3932,,2018-08-13,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11225-018-9825-5,Studia Logica,0039-3215,1572-8730,,2018-08-22,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10677-018-9913-7,Ethical Theory and Moral Practice,1386-2820,1572-8447,,2018-08-01,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10677-018-9908-4,Ethical Theory and Moral Practice,1386-2820,1572-8447,,2018-08-01,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11205-018-1981-5,Social Indicators Research,0303-8300,1573-0921,,2018-08-14,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10677-018-9926-2,Ethical Theory and Moral Practice,1386-2820,1572-8447,,2018-08-29,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10270-018-0692-3,Software & Systems Modeling,1619-1366,1619-1374,,2018-08-27,Jînkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00468-018-1747-3,Trees,0931-1890,1432-2285,,2018-08-03,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
