institution,period,sek,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
Karolinska Institutet,2024,56706.63,10.1101/gr.279346.124,TRUE,Cold Spring Harbor Laboratory Press,Genome Research,1088-9051,1088-9051,1549-5469,1088-9051,NA,TRUE,39486878,PMC11610578,NA,NA,FALSE
Karolinska Institutet,2024,21580.34,10.5271/sjweh.4203,FALSE,"Scandinavian Journal of Work, Environment and Health",Scandinavian Journal of Work Environment and Health,0355-3140,0355-3140,1795-990X,0355-3140,NA,TRUE,39680844,PMC11895771,NA,NA,TRUE
Karolinska Institutet,2024,18446.4,10.14670/hh-18-868,FALSE,Sercrisma International,Histology and Histopathology,1699-5848,0213-3911,1699-5848,0213-3911,NA,FALSE,39807763,NA,NA,NA,FALSE
Karolinska Institutet,2024,20704.91,10.5334/ijic.8577,FALSE,"Ubiquity Press, Ltd.",International Journal of Integrated Care,1568-4156,NA,1568-4156,1568-4156,https://creativecommons.org/licenses/by/4.0,TRUE,39896786,PMC11784509,NA,NA,TRUE
Karolinska Institutet,2024,17607.66,10.1186/s13041-024-01160-z,FALSE,Springer Nature,Molecular Brain,1756-6606,NA,1756-6606,1756-6606,https://creativecommons.org/licenses/by/4.0,TRUE,39574161,PMC11583433,NA,NA,TRUE
Karolinska Institutet,2024,36142.06,10.1111/imcb.12841,TRUE,Wiley-Blackwell,Immunology and Cell Biology,0818-9641,0818-9641,1440-1711,0818-9641,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39607289,PMC11688610,NA,NA,FALSE
Karolinska Institutet,2024,23273.03,10.3389/fspor.2024.1507402,FALSE,Frontiers Media SA,Frontiers in Sports and Active Living,2624-9367,NA,2624-9367,2624-9367,https://creativecommons.org/licenses/by/4.0/,TRUE,39712079,PMC11660796,NA,NA,TRUE
Karolinska Institutet,2024,34606.17,10.3390/cancers16223839,FALSE,MDPI AG,Cancers,2072-6694,NA,2072-6694,2072-6694,https://creativecommons.org/licenses/by/4.0/,TRUE,39594794,PMC11593181,NA,NA,FALSE
Karolinska Institutet,2024,26400.91,10.1136/jitc-2024-009409,FALSE,BMJ,Journal for ImmunoTherapy of Cancer,2051-1426,NA,2051-1426,2051-1426,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,39645234,PMC11629020,NA,NA,TRUE
Karolinska Institutet,2024,17822.97,10.3390/cancers16223816,FALSE,MDPI AG,Cancers,2072-6694,NA,2072-6694,2072-6694,https://creativecommons.org/licenses/by/4.0/,TRUE,39594770,PMC11592761,NA,NA,FALSE
Karolinska Institutet,2024,32571.31,10.1055/a-2487-2722,FALSE,Georg Thieme Verlag KG,Endoscopy International Open,2364-3722,2364-3722,2196-9736,2196-9736,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39958665,PMC11827748,NA,NA,TRUE
Karolinska Institutet,2024,23660.46,10.14309/ctg.0000000000000790,FALSE,Ovid Technologies (Wolters Kluwer Health),Clinical and Translational Gastroenterology,2155-384X,NA,2155-384X,2155-384X,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39665592,PMC11756881,NA,NA,TRUE
Karolinska Institutet,2024,26633.03,10.3390/cells13211811,FALSE,MDPI AG,Cells,2073-4409,NA,2073-4409,2073-4409,https://creativecommons.org/licenses/by/4.0/,TRUE,39513919,PMC11545391,NA,NA,TRUE
Karolinska Institutet,2024,28699.89,10.3390/ijms252211968,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,NA,1422-0067,1422-0067,https://creativecommons.org/licenses/by/4.0/,TRUE,39596040,PMC11593959,NA,NA,FALSE
Karolinska Institutet,2024,55707.2,10.1161/circulationaha.123.067156,TRUE,Ovid Technologies (Wolters Kluwer Health),Circulation,0009-7322,0009-7322,1524-4539,0009-7322,https://creativecommons.org/licenses/by/4.0/,TRUE,39569515,PMC11748904,NA,NA,FALSE
Karolinska Institutet,2024,29835.2,10.3390/biom14111400,FALSE,MDPI AG,Biomolecules,2218-273X,NA,2218-273X,2218-273X,https://creativecommons.org/licenses/by/4.0/,TRUE,39595577,PMC11592355,NA,NA,TRUE
Karolinska Institutet,2024,10399.54,10.1152/ajpheart.00609.2024,TRUE,American Physiological Society,American Journal of Physiology - Heart and Circulatory Physiology,0363-6135,0363-6135,1522-1539,0363-6135,NA,TRUE,39422364,NA,NA,NA,FALSE
Karolinska Institutet,2024,15967.89,10.3390/biomedicines12112440,FALSE,MDPI AG,Biomedicines,2227-9059,NA,2227-9059,2227-9059,https://creativecommons.org/licenses/by/4.0/,TRUE,39595007,PMC11591571,NA,NA,TRUE
Karolinska Institutet,2024,37540.11,10.1097/hep.0000000000001080,TRUE,Ovid Technologies (Wolters Kluwer Health),Hepatology,0270-9139,0270-9139,1527-3350,0270-9139,http://creativecommons.org/licenses/by/4.0/ http://creativecommons.org/licenses/by/4.0/,TRUE,39226402,NA,NA,NA,FALSE
Karolinska Institutet,2024,31687.66,10.3390/biomedicines12112422,FALSE,MDPI AG,Biomedicines,2227-9059,NA,2227-9059,2227-9059,https://creativecommons.org/licenses/by/4.0/,TRUE,39594988,PMC11591892,NA,NA,TRUE
Karolinska Institutet,2024,17141.26,10.14283/jarlife.2024.15,TRUE,Elsevier BV,The Journal of Aging Research & Lifestyle,2534-773X,2534-773X,NA,2534-773X,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39525678,PMC11549435,NA,NA,FALSE
Karolinska Institutet,2024,39116.57,10.1097/fjc.0000000000001643,TRUE,Ovid Technologies (Wolters Kluwer Health),Journal of Cardiovascular Pharmacology,1533-4023,NA,1533-4023,0160-2446,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39405561,NA,NA,NA,FALSE
Karolinska Institutet,2024,27925.49,10.3390/ijms252011039,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,NA,1422-0067,1422-0067,https://creativecommons.org/licenses/by/4.0/,TRUE,39456820,PMC11508042,NA,NA,FALSE
Karolinska Institutet,2024,2392.34,10.1182/bloodadvances.2023012279,FALSE,American Society of Hematology,Blood Advances,2473-9529,2473-9529,2473-9537,2473-9529,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,38838231,PMC11321385,NA,NA,TRUE
Karolinska Institutet,2024,40835.54,10.1681/asn.0000000519,TRUE,Ovid Technologies (Wolters Kluwer Health),Journal of the American Society of Nephrology,1046-6673,1046-6673,1533-3450,1046-6673,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,40029748,NA,NA,NA,FALSE
Karolinska Institutet,2024,36293.71,10.1152/jn.00311.2024,TRUE,American Physiological Society,Journal of Neurophysiology,0022-3077,0022-3077,1522-1598,0022-3077,NA,TRUE,39382978,NA,NA,NA,FALSE
Karolinska Institutet,2024,10297.94,10.12659/ajcr.945715,FALSE,"International Scientific Information, Inc.",American Journal of Case Reports,1941-5923,NA,1941-5923,1941-5923,NA,TRUE,39733240,PMC11694770,NA,NA,FALSE
Karolinska Institutet,2024,42201.94,10.1136/bmjment-2024-301203,FALSE,BMJ,BMJ Mental Health,2755-9734,NA,2755-9734,2755-9734,https://creativecommons.org/licenses/by/4.0/,TRUE,39461737,NA,NA,NA,TRUE
Karolinska Institutet,2024,30874.97,10.3390/v16101539,FALSE,MDPI AG,Viruses,1999-4915,NA,1999-4915,1999-4915,https://creativecommons.org/licenses/by/4.0/,TRUE,39459873,PMC11512209,NA,NA,TRUE
Karolinska Institutet,2024,26837.94,10.1183/13993003.00277-2024,TRUE,European Respiratory Society (ERS),European Respiratory Journal,0903-1936,0903-1936,1399-3003,0903-1936,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,39326919,PMC11684420,NA,NA,FALSE
Karolinska Institutet,2024,34694.29,10.3390/antibiotics13110999,FALSE,MDPI AG,Antibiotics,2079-6382,NA,2079-6382,2079-6382,https://creativecommons.org/licenses/by/4.0/,TRUE,39596694,PMC11590866,NA,NA,TRUE
Kristianstad University,2024,18288,10.14670/hh-18-772,FALSE,Sercrisma International,Histology and Histopathology,1699-5848,0213-3911,1699-5848,0213-3911,NA,FALSE,38860562,NA,NA,NA,FALSE
Kristianstad University,2024,20250.06,10.1332/23978821y2024d000000047,TRUE,Bristol University Press,International Journal of Care and Caring,2397-8821,2397-8821,2397-883X,2397-8821,https://creativecommons.org/licenses/by-nc/4.0/,TRUE,NA,NA,NA,NA,FALSE
Linköping University,2024,43978.97,10.1126/sciadv.adl0402,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,38354253,PMC10866559,NA,https://www.science.org/doi/10.1126/sciadv.adl0402,TRUE
Linköping University,2024,28745.03,10.1063/5.0176188,FALSE,AIP Publishing,APL Materials,2166-532X,NA,2166-532X,2166-532X,NA,TRUE,NA,NA,NA,https://pubs.aip.org/aip/apm/article/12/2/021114/3263745/Electron-effective-mass-in-GaN-revisited-New,TRUE
Linköping University,2024,26488,10.14336/ad.2024.0205,FALSE,Aging and Disease,Aging and Disease,2152-5250,2152-5250,NA,2152-5250,NA,TRUE,38421828,PMC11745430,NA,https://www.aginganddisease.org/EN/10.14336/AD.2024.0205,TRUE
Linköping University,2024,2000,10.23865/barn.v42.5599,FALSE,Cappelen Damm AS - Cappelen Damm Akademisk,BARN - Forskning om barn og barndom i Norden,2535-5449,NA,2535-5449,0800-1669,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,https://tidsskriftetbarn.no/index.php/barn/article/view/5599,TRUE
Linköping University,2024,5768,10.1515/econ-2022-0084,FALSE,Walter de Gruyter GmbH,Economics,1864-6042,NA,1864-6042,1864-6042,http://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,https://www.degruyter.com/document/doi/10.1515/econ-2022-0084/html?lang=en,TRUE
Linköping University,2024,13533.94,10.3366/soma.2024.0433,TRUE,Edinburgh University Press,Somatechnics,2044-0138,2044-0138,2044-0146,2044-0138,https://www.euppublishing.com/customer-services/librarians/text-and-data-mining-tdm,TRUE,NA,NA,NA,https://www.euppublishing.com/doi/abs/10.3366/soma.2024.0433,FALSE
Linköping University,2024,22153.03,10.3389/fpsyg.2024.1359447,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,NA,1664-1078,1664-1078,https://creativecommons.org/licenses/by/4.0/,TRUE,38650901,PMC11033307,NA,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1359447/full,TRUE
Linköping University,2024,13241.03,10.3389/fsoc.2024.1354978,FALSE,Frontiers Media SA,Frontiers in Sociology,2297-7775,NA,2297-7775,2297-7775,https://creativecommons.org/licenses/by/4.0/,TRUE,38650697,PMC11034426,NA,https://www.frontiersin.org/journals/sociology/articles/10.3389/fsoc.2024.1354978/full,TRUE
Linköping University,2024,36041.03,10.3389/fmed.2024.1352012,FALSE,Frontiers Media SA,Frontiers in Medicine,2296-858X,NA,2296-858X,2296-858X,https://creativecommons.org/licenses/by/4.0/,TRUE,38841571,PMC11150593,NA,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1352012/full,TRUE
Linköping University,2024,21861.03,10.29011/2688-996x.001051,FALSE,Gavin Publishers,Advances in Preventive Medicine and Health Care,2688-996X,NA,2688-996X,2688-996X,NA,TRUE,NA,NA,NA,https://www.gavinpublishers.com/article/view/attitudes-of-parents-and-children-to-screening-for-the-risk-of-developing-type-1-diabetes-the-abis-general-population-study,FALSE
Linköping University,2024,15490.97,10.1109/ojcoms.2024.3373170,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Open Journal of the Communications Society,2644-125X,NA,2644-125X,2644-125X,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,https://ieeexplore.ieee.org/document/10459246,TRUE
Linköping University,2024,32637.03,10.1109/mcg.2024.3391376,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Computer Graphics and Applications,0272-1716,0272-1716,1558-1756,0272-1716,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,38640045,NA,NA,https://ieeexplore.ieee.org/document/10505779,FALSE
Linköping University,2024,14812,10.1109/tcomm.2024.3356456,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Communications,0090-6778,0090-6778,1558-0857,0090-6778,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,TRUE,NA,NA,NA,https://ieeexplore.ieee.org/document/10409276,FALSE
Linköping University,2024,16928,10.1109/access.2024.3378063,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Access,2169-3536,NA,2169-3536,2169-3536,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,https://ieeexplore.ieee.org/document/10473069,TRUE
Linköping University,2024,22253.03,10.2166/nh.2024.107,FALSE,IWA Publishing,Hydrology Research,0029-1277,0029-1277,2224-7955,0029-1277,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,https://iwaponline.com/hr/article/55/4/431/101478/The-2021-extreme-rainfall-in-Gavle-Sweden-impacts,TRUE
Linköping University,2024,37365.94,10.2196/44574,FALSE,JMIR Publications Inc.,Journal of Medical Internet Research,1438-8871,NA,1438-8871,1438-8871,NA,TRUE,38536228,PMC11007605,NA,https://www.jmir.org/2024/1/e44574,TRUE
Linköping University,2024,22641.94,10.2196/53810,FALSE,JMIR Publications Inc.,JMIR Medical Education,2369-3762,NA,2369-3762,2369-3762,NA,TRUE,38801712,PMC11144836,NA,https://mededu.jmir.org/2024/1/e53810,TRUE
Linköping University,2024,43334.97,10.1097/hp.0000000000001861,TRUE,Ovid Technologies (Wolters Kluwer Health),Health Physics,1538-5159,0017-9078,1538-5159,0017-9078,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39058313,PMC11460735,NA,https://journals.lww.com/health-physics/fulltext/2024/10000/uranium_body_clearance_kinetics_a_long_term.7.aspx,FALSE
Linköping University,2024,12290.06,10.3390/aerospace11050362,FALSE,MDPI AG,Aerospace,2226-4310,NA,2226-4310,2226-4310,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,https://www.mdpi.com/2226-4310/11/5/362,TRUE
Linköping University,2024,51385.94,10.1073/pnas.2304135120,TRUE,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424,0027-8424,1091-6490,0027-8424,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,38147542,PMC10786271,NA,https://www.pnas.org/doi/10.1073/pnas.2304135120,FALSE
Linköping University,2024,10953.03,10.5993/ajhb.48.3.12,TRUE,JCFCorp SG PTE LTD,American Journal of Health Behavior,1087-3244,1087-3244,NA,1087-3244,NA,TRUE,NA,NA,NA,https://www.ingentaconnect.com/content/png/ajhb/2024/00000048/00000003/art00012;jsessionid=11l2frrju24h.x-ic-live-01,FALSE
Linköping University,2024,65326.97,10.1523/jneurosci.0528-24.2024,TRUE,Society for Neuroscience,Journal of Neuroscience,0270-6474,0270-6474,1529-2401,0270-6474,https://creativecommons.org/licenses/by-nc-sa/4.0/,TRUE,38977300,PMC11308323,NA,https://jneurosci.org/content/44/32/e0528242024,FALSE
Linköping University,2024,36570.06,10.1523/eneuro.0412-23.2024,FALSE,Society for Neuroscience,eNeuro,2373-2822,NA,2373-2822,2373-2822,https://creativecommons.org/licenses/by-nc-sa/4.0/,TRUE,38272674,PMC10875634,NA,https://pubmed.ncbi.nlm.nih.gov/38272674/,TRUE
Linköping University,2024,1801.94,10.21272/jes.2024.11(1).h2,FALSE,Sumy State University,Journal of Engineering Sciences,2414-9381,2312-2498,2414-9381,2312-2498,NA,TRUE,NA,NA,NA,https://jes.sumdu.edu.ua/synergetic-effect-of-digestate-dissolved-organic-matter-and-phosphogypsum-properties-on-heavy-metals-immobilization-in-soils/,TRUE
Linköping University,2024,35728,10.1152/ajpheart.00614.2023,TRUE,American Physiological Society,American Journal of Physiology - Heart and Circulatory Physiology,0363-6135,0363-6135,1522-1539,0363-6135,NA,TRUE,38133621,PMC11221802,NA,https://journals.physiology.org/doi/full/10.1152/ajpheart.00614.2023,FALSE
Linköping University,2024,13653.03,10.3366/lih.2023.0155,TRUE,Edinburgh University Press,Library & Information History,1758-3489,1758-3489,1758-3497,1758-3489,https://www.euppublishing.com/customer-services/librarians/text-and-data-mining-tdm,TRUE,NA,NA,NA,https://www.euppublishing.com/doi/10.3366/lih.2023.0155,FALSE
Linköping University,2024,52372,10.1172/jci.insight.183965,FALSE,American Society for Clinical Investigation,JCI Insight,2379-3708,NA,2379-3708,2379-3708,http://creativecommons.org/licenses/by/4.0/,TRUE,39625791,PMC11790027,NA,https://insight.jci.org/articles/view/183965,TRUE
Linköping University,2024,21821.03,10.1044/2024_jslhr-24-00465,TRUE,American Speech Language Hearing Association,"Journal of Speech, Language, and Hearing Research",1092-4388,1092-4388,1558-9102,1092-4388,NA,TRUE,39666895,NA,NA,https://pubs.asha.org/doi/full/10.1044/2024_JSLHR-24-00465,FALSE
Linköping University,2024,1993.03,10.23865/barn.v42.5797,FALSE,Cappelen Damm AS - Cappelen Damm Akademisk,BARN - Forskning om barn og barndom i Norden,2535-5449,NA,2535-5449,0800-1669,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,https://tidsskriftetbarn.no/index.php/barn/article/view/5797,TRUE
Linköping University,2024,27413.94,10.1109/emr.2024.3503757,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Engineering Management Review,0360-8581,0360-8581,1937-4178,0360-8581,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10759785,FALSE
Linköping University,2024,48533.94,10.1126/sciadv.adr2882,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,39661678,PMC11633735,NA,https://www.science.org/doi/full/10.1126/sciadv.adr2882,TRUE
Linköping University,2024,50290.06,10.1126/sciadv.adr2007,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,39642230,PMC11623295,NA,https://www.science.org/doi/10.1126/sciadv.adr2007,TRUE
Linköping University,2024,34653.94,10.1055/a-2483-0107,TRUE,Georg Thieme Verlag KG,Thrombosis and Haemostasis,0340-6245,0340-6245,2567-689X,0340-6245,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39586831,NA,NA,https://www.thieme-connect.com/products/ejournals/html/10.1055/a-2483-0107,FALSE
Linköping University,2024,49461.03,10.1126/sciadv.adp6665,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,39259796,PMC11389781,NA,https://www.science.org/doi/full/10.1126/sciadv.adp6665,TRUE
Linköping University,2024,21309.03,10.1109/access.2024.3432287,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Access,2169-3536,NA,2169-3536,2169-3536,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10606238,TRUE
Linköping University,2024,29421.03,10.1016/j.jbc.2024.108032,FALSE,Elsevier BV,Journal of Biological Chemistry,0021-9258,0021-9258,NA,0021-9258,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39615691,PMC11731580,NA,https://www.jbc.org/article/S0021-9258(24)02534-1/fulltext,TRUE
Linköping University,2024,20862.97,10.1088/1367-2630/ad490f,FALSE,IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,1367-2630,http://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,https://iopscience.iop.org/article/10.1088/1367-2630/ad490f/meta,TRUE
Linköping University,2024,37454.97,10.1089/aut.2023.0198,TRUE,Mary Ann Liebert Inc,Autism in Adulthood,2573-9581,2573-9581,2573-959X,2573-9581,https://www.liebertpub.com/nv/resources-tools/text-and-data-mining-policy/121/,TRUE,NA,NA,NA,https://www.liebertpub.com/doi/full/10.1089/aut.2023.0198,FALSE
Linköping University,2024,21348,10.1167/tvst.13.12.34,FALSE,Association for Research in Vision and Ophthalmology (ARVO),Translational Vision Science & Technology,2164-2591,2164-2591,NA,2164-2591,http://creativecommons.org/licenses/by/4.0/,TRUE,39723679,PMC11681916,NA,https://tvst.arvojournals.org/article.aspx?articleid=2802388,TRUE
Linköping University,2024,40250.06,10.1097/aud.0000000000001596,TRUE,Ovid Technologies (Wolters Kluwer Health),Ear and Hearing,1538-4667,NA,1538-4667,0196-0202,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,39307930,PMC11825487,NA,"https://journals.lww.com/ear-hearing/fulltext/2025/03000/relationships_between_hearing_status,_cognitive.17.aspx",FALSE
Linköping University,2024,17565.94,10.1186/s13104-024-06912-7,FALSE,Springer Nature,BMC Research Notes,1756-0500,NA,1756-0500,1756-0500,https://creativecommons.org/licenses/by/4.0,TRUE,39256756,PMC11389419,NA,https://link.springer.com/article/10.1186/s13104-024-06912-7,TRUE
Linköping University,2024,4149.03,10.1038/s41598-024-68678-z,FALSE,Springer Nature,Scientific Reports,2045-2322,NA,2045-2322,2045-2322,https://creativecommons.org/licenses/by-nc-nd/4.0,TRUE,39080396,PMC11289243,NA,https://www.nature.com/articles/s41598-024-68678-z,TRUE
Linköping University,2024,28250.97,10.1007/s00146-024-02017-8,TRUE,Springer Nature,AI & SOCIETY,0951-5666,0951-5666,1435-5655,0951-5666,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,https://link.springer.com/article/10.1007/s00146-024-02017-8,FALSE
Linköping University,2024,10629.94,10.16993/sjdr.1146,FALSE,Stockholm University Press,Scandinavian Journal of Disability Research,1745-3011,1745-3011,NA,1501-7419,NA,TRUE,NA,NA,NA,https://sjdr.se/articles/10.16993/sjdr.1146,TRUE
Linköping University,2024,8224,10.16993/sjdr.1118,FALSE,Stockholm University Press,Scandinavian Journal of Disability Research,1745-3011,1745-3011,NA,1501-7419,NA,TRUE,NA,NA,NA,https://sjdr.se/articles/10.16993/sjdr.1118,TRUE
Linköping University,2024,32681.94,10.1080/21502552.2024.2369372,TRUE,Informa UK Limited,Public Art Dialogue,2150-2552,2150-2552,2150-2560,2150-2560,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,https://www.tandfonline.com/doi/full/10.1080/21502552.2024.2369372,FALSE
Linköping University,2024,28597.94,10.1016/j.jbc.2024.107126,FALSE,Elsevier BV,Journal of Biological Chemistry,0021-9258,0021-9258,NA,0021-9258,http://creativecommons.org/licenses/by/4.0/,TRUE,38432629,PMC10981115,NA,https://www.jbc.org/article/S0021-9258(24)01621-1/fulltext,TRUE
Linköping University,2024,1994.06,10.23865/barn.v42.5569,FALSE,Cappelen Damm AS - Cappelen Damm Akademisk,BARN - Forskning om barn og barndom i Norden,2535-5449,NA,2535-5449,0800-1669,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,https://tidsskriftetbarn.no/index.php/barn/article/view/5569,TRUE
Linnaeus University,2024,36576.57,10.1080/17408989.2024.2438055,TRUE,Informa UK Limited,Physical Education and Sport Pedagogy,1740-8989,1740-8989,1742-5786,1740-8989,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Linnaeus University,2024,14790.86,10.15376/biores.19.2.3362-3374,FALSE,BioResources,BioResources,1930-2126,1930-2126,1930-2126,1930-2126,NA,TRUE,NA,NA,NA,NA,TRUE
Linnaeus University,2024,7650.17,10.1109/jiot.2023.3312448,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Internet of Things Journal,2327-4662,NA,2327-4662,2327-4662,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,TRUE,NA,NA,NA,NA,FALSE
Linnaeus University,2024,23529.37,10.1504/ijhtm.2024.140387,TRUE,Inderscience Publishers,International Journal of Healthcare Technology and Management,1368-2156,1368-2156,1741-5144,1368-2156,NA,TRUE,NA,NA,NA,NA,FALSE
Linnaeus University,2024,14922.74,10.5194/bg-21-591-2024,FALSE,Copernicus GmbH,Biogeosciences,1726-4189,NA,1726-4189,1726-4170,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
Linnaeus University,2024,8122.06,10.3837/tiis.2024.09.006,FALSE,Korean Society for Internet Information (KSII),KSII Transactions on Internet and Information Systems,1976-7277,NA,1976-7277,1976-7277,NA,TRUE,NA,NA,NA,NA,FALSE
Linnaeus University,2024,27785.6,10.1098/rsbl.2024.0527,TRUE,The Royal Society,Biology Letters,1744-957X,NA,1744-957X,1744-9561,http://creativecommons.org/licenses/by/4.0/,TRUE,39809327,PMC11732411,NA,NA,FALSE
Linnaeus University,2024,30000,10.29011/2688-9501.101608,FALSE,Gavin Publishers,International Journal of Nursing and Health Care Research,2688-9501,NA,2688-9501,2688-9501,NA,TRUE,NA,NA,NA,NA,FALSE
Linnaeus University,2024,10334.74,10.1525/collabra.126218,FALSE,University of California Press,Collabra: Psychology,2474-7394,NA,2474-7394,2474-7394,http://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Linnaeus University,2024,1992.46,10.23865/barn.v42.6539,FALSE,Cappelen Damm AS - Cappelen Damm Akademisk,BARN - Forskning om barn og barndom i Norden,2535-5449,NA,2535-5449,0800-1669,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Linnaeus University,2024,27354.74,10.1098/rsbl.2024.0401,TRUE,The Royal Society,Biology Letters,1744-9561,1744-9561,1744-957X,1744-9561,http://creativecommons.org/licenses/by/4.0/,TRUE,39439358,PMC11496949,NA,NA,FALSE
Linnaeus University,2024,31585.03,10.1039/d4cp01571a,TRUE,Royal Society of Chemistry (RSC),Physical Chemistry Chemical Physics,1463-9076,1463-9076,1463-9084,1463-9076,http://creativecommons.org/licenses/by/3.0/,TRUE,38953374,NA,NA,NA,FALSE
Linnaeus University,2024,49513.14,10.1136/bjsports-2023-106932,TRUE,BMJ,British Journal of Sports Medicine,0306-3674,0306-3674,1473-0480,0306-3674,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,37752004,NA,NA,NA,FALSE
Linnaeus University,2024,28148.46,10.3354/meps14572,TRUE,Inter-Research Science Center,Marine Ecology Progress Series,0171-8630,0171-8630,1616-1599,0171-8630,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Linnaeus University,2024,21307.43,10.2196/56346,FALSE,JMIR Publications Inc.,JMIR Research Protocols,1929-0748,NA,1929-0748,1929-0748,NA,TRUE,38635311,PMC11066740,NA,NA,TRUE
Linnaeus University,2024,15878.06,10.1098/rsos.240252,FALSE,The Royal Society,Royal Society Open Science,2054-5703,NA,2054-5703,2054-5703,http://creativecommons.org/licenses/by/4.0/,TRUE,38660599,PMC11040238,NA,NA,TRUE
Linnaeus University,2024,21148.23,10.1109/access.2024.3381778,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Access,2169-3536,NA,2169-3536,2169-3536,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,TRUE
Linnaeus University,2024,16056.23,10.1098/rsos.231953,FALSE,The Royal Society,Royal Society Open Science,2054-5703,NA,2054-5703,2054-5703,http://creativecommons.org/licenses/by/4.0/,TRUE,38550757,PMC10977392,NA,NA,TRUE
Linnaeus University,2024,20613.6,10.1109/access.2024.3365828,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Access,2169-3536,NA,2169-3536,2169-3536,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,NA,TRUE
